People Media Colombia Country > Region > City Report -- Geo 25-1-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date Range: 2/24/2020 to 2/24/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Date,Campaign ID,Campaign Name,Start Date,End Date,Country,Region,City,Imps. Won,Clicks,CTR,Total eCPM,Total eCPC,Total eCPA,CTC,VTC,Total Conversions,Click CVR,View CVR,Total CVRM,CTC Revenue,VTC Revenue,Total Revenue,Media Spend,Data Spend,Total Spend,Audio/Video Starts,25% Complete,50% Complete,75% Complete,100% Complete,Completion Rate,eCPCV,Companion Imps. Won,Companion Clicks,Companion CTC,Companion CTC Revenue
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Risaralda,Santa Rosa de Cabal,13,0,0.00%,$0.75 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.01 ,$0.00 ,$0.01 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Santander,Aratoca,1,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Santander,Barbosa,14,0,0.00%,$0.71 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.01 ,$0.00 ,$0.01 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Santander,Barichara,1,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Santander,Barrancabermeja,67,0,0.00%,$0.88 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.06 ,$0.00 ,$0.06 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Santander,Bucaramanga,749,1,0.13%,$0.89 ,$0.66 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.66 ,$0.00 ,$0.66 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Santander,Cimitarra,2,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Santander,Curiti,6,0,0.00%,$0.87 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.01 ,$0.00 ,$0.01 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Santander,Floridablanca,43,1,2.33%,$0.91 ,$0.04 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.04 ,$0.00 ,$0.04 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Santander,Giron,12,0,0.00%,$0.85 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.01 ,$0.00 ,$0.01 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Santander,Lebrija,5,0,0.00%,$0.83 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Santander,Piedecuesta,24,0,0.00%,$0.85 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.02 ,$0.00 ,$0.02 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Santander,Puente Nacional,4,0,0.00%,$0.68 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Santander,Puerto Parra,3,0,0.00%,$0.88 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Santander,Sabana de Torres,14,0,0.00%,$0.96 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.01 ,$0.00 ,$0.01 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Santander,San Gil,5,0,0.00%,$0.93 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Santander,San Vicente de Chucuri,8,0,0.00%,$0.90 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.01 ,$0.00 ,$0.01 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Santander,Socorro,3,0,0.00%,$0.98 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Santander,Velez,6,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.01 ,$0.00 ,$0.01 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Sucre,Corozal,8,0,0.00%,$0.90 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.01 ,$0.00 ,$0.01 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Sucre,Medellin,7,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.01 ,$0.00 ,$0.01 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Sucre,Ovejas,1,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Sucre,Sampues,6,0,0.00%,$0.98 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.01 ,$0.00 ,$0.01 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Sucre,San Benito Abad,1,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Sucre,San Luis de Since,1,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Sucre,San Marcos,4,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Sucre,Sincelejo,40,0,0.00%,$0.88 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.04 ,$0.00 ,$0.04 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Sucre,Tolu,1,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Tolima,Ambalema,3,0,0.00%,$0.57 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Tolima,Espinal,14,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.01 ,$0.00 ,$0.01 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Tolima,Flandes,2,0,0.00%,$0.61 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Tolima,Fresno,2,0,0.00%,$0.94 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Tolima,Guayabal,2,0,0.00%,$0.20 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Tolima,Honda,5,1,20.00%,$1.00 ,$0.01 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.01 ,$0.00 ,$0.01 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Tolima,Ibague,369,0,0.00%,$0.90 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.33 ,$0.00 ,$0.33 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Tolima,Lerida,2,0,0.00%,$0.90 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Tolima,Libano,2,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Tolima,Mariquita,6,0,0.00%,$0.64 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Tolima,Melgar,8,0,0.00%,$0.93 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.01 ,$0.00 ,$0.01 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Tolima,Ortega,1,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Tolima,Planadas,2,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Tolima,Saldana,4,0,0.00%,$0.71 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Tolima,San Andres,1,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento de Tolima,San Antonio,2,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento del Caqueta,Cartagena del Chaira,1,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento del Caqueta,Curillo,4,0,0.00%,$0.95 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento del Caqueta,El Doncello,1,0,0.00%,$0.88 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento del Caqueta,El Paujil,1,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento del Caqueta,Florencia,24,0,0.00%,$0.92 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.02 ,$0.00 ,$0.02 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento del Caqueta,La Montanita,3,0,0.00%,$0.77 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento del Caqueta,Puerto Rico,2,0,0.00%,$0.95 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento del Caqueta,San Vicente del Caguan,2,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento del Caqueta,Solita,1,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento del Cauca,Caloto,1,0,0.00%,$0.68 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento del Cauca,Corinto,1,0,0.00%,$0.58 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento del Cauca,Miranda,4,0,0.00%,$0.91 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento del Cauca,Patia,1,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento del Cauca,Piendamo,1,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento del Cauca,Popayan,94,1,1.06%,$0.89 ,$0.08 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.08 ,$0.00 ,$0.08 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento del Cauca,Puerto Tejada,1,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento del Cauca,Rionegro,3,0,0.00%,$0.84 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
2/24/20,1277906,FB48_CPM_PHILLPMORRIS_QOS_SANVALENTIN_TAGS_TRADICIONALES_CO_FEB2020,2/7/20,2/29/20,Colombia,Departamento del Cauca,Rosas,1,0,0.00%,$1.00 ,$0.00 ,$0.00 ,0,0,0,0.00%,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0,0,0,0,0.00%,-,0,0,0,$0.00 
